,name,team,gp,rec,tgts,recYds,recTD,recYdsPer,yac,firstDowns,avgPerRec,targets_per_game,year
0,A.J. Brown,TEN,16,52,84,"1,051",8,65.7,463,39,20.2,5.25,2019
1,A.J. Brown,TEN,14,70,106,"1,075",11,76.8,422,55,15.4,7.571428571428571,2020
2,A.J. Brown,TEN,13,63,105,869,5,66.8,248,45,13.8,8.076923076923077,2021
3,A.J. Brown,PHI,17,88,145,"1,496",11,88.0,548,59,17.0,9.0625,2022
4,A.J. Brown,PHI,17,106,158,"1,456",7,85.6,473,70,13.7,11.285714285714286,2023
5,A.J. Brown,PHI,13,67,97,"1,079",7,83.0,353,51,16.1,5.705882352941177,2024
6,A.J. Green,CIN,9,46,77,694,6,77.1,173,37,15.1,8.555555555555555,2018
7,A.J. Green,CIN,16,47,104,523,2,32.7,90,34,11.1,6.5,2020
8,A.J. Green,ARI,16,54,92,848,3,53.0,181,37,15.7,5.75,2021
9,A.J. Green,ARI,15,24,47,236,2,15.7,56,11,9.8,3.9166666666666665,2022
10,A.T. Perry,NO,10,12,18,246,4,24.6,20,10,20.5,1.8,2023
11,AJ Barner,SEA,17,30,38,245,4,14.4,164,18,8.2,2.375,2024
12,AJ Dillon,GB,17,34,37,313,2,18.4,310,15,9.2,2.176470588235294,2021
13,AJ Dillon,GB,17,28,43,206,0,12.1,197,9,7.4,5.375,2022
14,AJ Dillon,GB,15,22,28,223,0,14.9,231,10,10.1,2.5454545454545454,2023
15,Aaron Jones Sr.,GB,16,49,68,474,3,29.6,453,18,9.7,4.25,2019
16,Aaron Jones Sr.,GB,14,47,63,355,2,25.4,367,15,7.6,4.5,2020
17,Aaron Jones Sr.,GB,15,52,65,391,6,26.1,412,22,7.5,4.333333333333333,2021
18,Aaron Jones Sr.,GB,17,59,72,395,5,23.2,447,19,6.7,4.5,2022
19,Aaron Jones Sr.,GB,11,30,43,233,1,21.2,271,13,7.8,3.909090909090909,2023
20,Aaron Jones Sr.,MIN,17,51,62,408,2,24.0,411,20,8.0,3.875,2024
21,Adam Humphries,TB,16,76,105,816,5,51.0,414,48,10.7,6.5625,2018
22,Adam Humphries,TEN,12,37,47,374,2,31.2,122,20,10.1,3.9166666666666665,2019
23,Adam Humphries,TEN,7,23,35,228,2,32.6,48,11,9.9,5.0,2020
24,Adam Humphries,WSH,17,41,62,383,0,22.5,150,23,9.3,3.6470588235294117,2021
25,Adam Thielen,MIN,16,113,153,"1,373",9,85.8,428,74,12.1,9.5625,2018
26,Adam Thielen,MIN,10,30,48,418,6,41.8,123,18,13.9,4.8,2019
27,Adam Thielen,MIN,15,74,108,925,14,61.7,231,52,12.5,7.2,2020
28,Adam Thielen,MIN,17,70,107,716,6,42.1,152,45,10.2,7.133333333333334,2022
29,Adam Thielen,CAR,17,103,137,"1,014",4,59.6,345,56,9.8,9.133333333333333,2023
30,Adam Thielen,CAR,10,48,62,615,5,61.5,152,28,12.8,3.6470588235294117,2024
31,Adam Trautman,NO,13,27,43,263,2,20.2,111,13,9.7,3.3076923076923075,2021
32,Adam Trautman,NO,15,18,22,207,1,13.8,123,9,11.5,1.5714285714285714,2022
33,Adam Trautman,DEN,17,22,35,204,3,12.0,98,10,9.3,2.1875,2023
34,Adonai Mitchell,IND,17,23,55,312,0,18.4,101,16,13.6,3.4375,2024
35,Albert Okwuegbunam Jr.,DEN,14,33,40,330,2,23.6,245,15,10.0,2.857142857142857,2021
36,Albert Wilson,MIA,7,26,35,391,4,55.9,345,11,15.0,5.0,2018
37,Albert Wilson,MIA,13,43,62,351,1,27.0,181,22,8.2,4.769230769230769,2019
38,Albert Wilson,MIA,14,25,39,213,0,15.2,143,10,8.5,2.7857142857142856,2021
39,Aldrick Robinson,MIN,14,17,35,231,5,16.5,41,12,13.6,2.5,2018
40,Alec Pierce,IND,16,41,78,593,2,37.1,113,28,14.5,4.875,2022
41,Alec Pierce,IND,17,32,65,514,2,30.2,97,24,16.1,5.416666666666667,2023
42,Alec Pierce,IND,16,37,69,824,7,51.5,118,32,22.3,4.3125,2024
43,Alex Erickson,CIN,16,43,78,529,0,33.1,230,26,12.3,4.875,2019
44,Alex Erickson,LAC,8,16,29,232,1,29.0,63,12,14.5,2.0714285714285716,2023
45,Alexander Mattison,MIN,16,32,39,228,1,14.3,238,10,7.1,2.4375,2021
46,Alexander Mattison,LV,14,36,48,294,1,21.0,314,13,8.2,4.8,2024
47,Allen Hurns,DAL,16,20,35,295,2,18.4,67,11,14.8,2.1875,2018
48,Allen Hurns,MIA,14,32,47,416,2,29.7,101,18,13.0,3.357142857142857,2019
49,Allen Lazard,GB,16,35,52,477,3,29.8,145,24,13.6,3.25,2019
50,Allen Lazard,GB,10,33,46,451,3,45.1,195,23,13.7,4.6,2020
51,Allen Lazard,GB,15,40,60,513,8,34.2,168,28,12.8,4.0,2021
52,Allen Lazard,GB,15,60,100,788,6,52.5,248,45,13.1,6.25,2022
53,Allen Lazard,NYJ,14,23,49,311,1,22.2,56,17,13.5,3.5,2023
54,Allen Lazard,NYJ,12,37,60,530,6,44.2,155,29,14.3,3.75,2024
55,Allen Robinson,CHI,13,55,94,754,4,58.0,239,36,13.7,7.230769230769231,2018
56,Allen Robinson,CHI,16,98,154,"1,147",7,71.7,279,63,11.7,9.625,2019
57,Allen Robinson,CHI,16,102,151,"1,250",6,78.1,339,68,12.3,9.4375,2020
58,Allen Robinson,CHI,12,38,66,410,1,34.2,101,22,10.8,5.5,2021
59,Allen Robinson,LAR,10,33,52,339,3,33.9,71,23,10.3,3.466666666666667,2022
60,Allen Robinson,PIT,17,34,49,280,0,16.5,68,9,8.2,3.0625,2023
61,Alshon Jeffery,PHI,13,65,92,843,6,64.8,277,48,13.0,7.076923076923077,2018
62,Alshon Jeffery,PHI,10,43,73,490,4,49.0,133,36,11.4,7.3,2019
63,Alvin Kamara,NO,15,81,105,709,4,47.3,647,31,8.8,7.0,2018
64,Alvin Kamara,NO,14,81,97,533,1,38.1,568,28,6.6,6.928571428571429,2019
65,Alvin Kamara,NO,15,83,107,756,5,50.4,734,35,9.1,7.133333333333334,2020
66,Alvin Kamara,NO,13,47,67,439,5,33.8,432,20,9.3,5.153846153846154,2021
67,Alvin Kamara,NO,15,57,77,490,2,32.7,465,17,8.6,7.7,2022
68,Alvin Kamara,NO,13,75,86,466,1,35.8,501,23,6.2,5.375,2023
69,Alvin Kamara,NO,14,68,89,543,2,38.8,542,18,8.0,5.5625,2024
70,Amari Cooper,OAK/DAL,15,75,107,"1,005",7,67.0,411,53,13.4,7.133333333333334,2018
71,Amari Cooper,DAL,16,79,119,"1,189",8,74.3,245,54,15.1,7.4375,2019
72,Amari Cooper,DAL,16,92,130,"1,114",5,69.6,408,54,12.1,8.125,2020
73,Amari Cooper,DAL,15,68,104,865,8,57.7,235,45,12.7,6.933333333333334,2021
74,Amari Cooper,CLE,17,78,132,"1,160",9,68.2,325,61,14.9,8.25,2022
75,Amari Cooper,CLE,15,72,128,"1,250",5,83.3,271,50,17.4,8.0,2023
76,Amari Cooper,BUF/CLE,14,44,85,547,4,39.1,111,24,12.4,5.666666666666667,2024
77,Amari Rodgers,HOU/GB,16,16,25,204,1,12.8,68,12,12.8,3.5714285714285716,2022
78,Ameer Abdullah,MIN/CAR,17,38,53,289,1,17.0,294,13,7.6,3.1176470588235294,2021
79,Ameer Abdullah,LV,17,25,32,211,1,12.4,195,8,8.4,2.2857142857142856,2022
80,Ameer Abdullah,LV,16,40,47,261,3,16.3,252,16,6.5,3.6153846153846154,2024
81,Amon-Ra St. Brown,DET,17,90,119,912,5,53.6,424,48,10.1,7.0,2021
82,Amon-Ra St. Brown,DET,16,106,146,"1,161",6,72.6,526,68,11.0,9.733333333333333,2022
83,Amon-Ra St. Brown,DET,16,119,164,"1,515",10,94.7,668,75,12.7,10.25,2023
84,Amon-Ra St. Brown,DET,17,115,141,"1,263",12,74.3,412,72,11.0,8.8125,2024
85,Andrei Iosivas,CIN,17,36,61,479,6,28.2,67,26,13.3,5.545454545454546,2024
86,Andy Isabella,ARI,13,21,35,224,2,17.2,85,10,10.7,2.6923076923076925,2020
87,Anthony Firkser,TEN,12,19,20,225,1,18.8,94,12,11.8,1.6666666666666667,2018
88,Anthony Firkser,TEN,15,14,24,204,1,13.6,74,9,14.6,1.6,2019
89,Anthony Firkser,TEN,16,39,53,387,1,24.2,143,26,9.9,3.3125,2020
90,Anthony Firkser,TEN,15,34,43,291,2,19.4,111,15,8.6,2.8666666666666667,2021
91,Anthony Miller,CHI,15,33,54,423,7,28.2,174,19,12.8,3.6,2018
92,Anthony Miller,CHI,16,52,85,656,2,41.0,227,34,12.6,5.3125,2019
93,Anthony Miller,CHI,16,49,76,485,2,30.3,154,23,9.9,4.75,2020
94,Antoine Wesley,ARI,15,19,32,208,3,13.9,61,9,10.9,2.1333333333333333,2021
95,Antonio Brown,PIT,15,104,168,"1,297",15,86.5,503,63,12.5,11.2,2018
96,Antonio Brown,TB,8,45,61,483,4,60.4,252,27,10.7,7.625,2020
97,Antonio Callaway,CLE,16,43,79,586,5,36.6,226,27,13.6,4.9375,2018
98,Antonio Gates,LAC,16,28,45,333,2,20.8,123,19,11.9,2.8125,2018
99,Antonio Gibson,WSH,14,36,44,247,0,17.6,301,9,6.9,3.142857142857143,2020
100,Antonio Gibson,WSH,16,42,52,294,3,18.4,333,12,7.0,3.25,2021
101,Antonio Gibson,WSH,15,46,58,353,2,23.5,297,18,7.7,3.625,2022
102,Antonio Gibson,WSH,16,48,59,389,2,24.3,377,19,8.1,5.9,2023
103,Antonio Gibson,NE,17,23,29,206,0,12.1,213,11,9.0,1.8125,2024
104,Ashton Dulin,IND,12,15,22,207,1,17.3,35,12,13.8,1.5714285714285714,2022
105,Auden Tate,CIN,12,40,80,575,1,47.9,202,29,14.4,6.666666666666667,2019
106,Austin Ekeler,LAC,14,39,53,404,3,28.9,418,18,10.4,3.7857142857142856,2018
107,Austin Ekeler,LAC,16,92,108,993,8,62.1,944,42,10.8,6.75,2019
108,Austin Ekeler,LAC,10,54,65,403,2,40.3,478,20,7.5,6.5,2020
109,Austin Ekeler,LAC,16,70,94,647,8,40.4,627,31,9.2,5.875,2021
110,Austin Ekeler,LAC,17,107,127,722,5,42.5,857,36,6.7,9.071428571428571,2022
111,Austin Ekeler,LAC,14,51,74,436,1,31.1,528,21,8.5,7.4,2023
112,Austin Ekeler,WSH,12,35,41,366,0,30.5,424,14,10.5,2.411764705882353,2024
113,Austin Hooper,ATL,16,71,88,660,4,41.3,218,30,9.3,5.5,2018
114,Austin Hooper,ATL,13,75,97,787,6,60.5,329,41,10.5,7.461538461538462,2019
115,Austin Hooper,CLE,13,46,70,435,4,33.5,161,27,9.5,5.384615384615385,2020
116,Austin Hooper,CLE,16,38,61,345,3,21.6,185,18,9.1,3.8125,2021
117,Austin Hooper,TEN,17,41,60,444,2,26.1,134,28,10.8,3.75,2022
118,Austin Hooper,LV,17,25,31,234,0,13.8,142,12,9.4,2.066666666666667,2023
119,Austin Hooper,NE,17,45,59,476,3,28.0,225,25,10.6,3.933333333333333,2024
120,Ben Skowronek,LAR,14,39,61,376,0,26.9,137,16,9.6,5.545454545454546,2022
121,Ben Watson,NO,16,35,46,400,2,25.0,86,21,11.4,2.875,2018
122,Bijan Robinson,ATL,17,58,86,487,4,28.6,519,24,8.4,5.375,2023
123,Bijan Robinson,ATL,17,61,72,431,1,25.4,530,20,7.1,4.8,2024
124,Bisi Johnson,MIN,16,31,45,294,3,18.4,64,17,9.5,2.8125,2019
125,Blake Jarwin,DAL,16,27,36,307,3,19.2,79,16,11.4,2.25,2018
126,Blake Jarwin,DAL,16,31,41,365,3,22.8,160,17,11.8,2.5625,2019
127,Bo Melton,GB,5,16,24,218,1,43.6,37,13,13.6,4.8,2023
128,Boston Scott,PHI,11,24,26,204,0,18.5,277,10,8.5,2.3636363636363638,2019
129,Boston Scott,PHI,16,25,36,212,1,13.3,187,8,8.5,2.25,2020
130,Brandin Cooks,LAR,16,80,117,"1,204",5,75.3,319,56,15.1,7.3125,2018
131,Brandin Cooks,LAR,14,42,72,583,2,41.6,169,32,13.9,5.142857142857143,2019
132,Brandin Cooks,HOU,15,81,119,"1,150",6,76.7,348,52,14.2,7.933333333333334,2020
133,Brandin Cooks,HOU,16,90,134,"1,037",6,64.8,357,45,11.5,8.375,2021
134,Brandin Cooks,HOU,13,57,93,699,3,53.8,205,29,12.3,5.8125,2022
135,Brandin Cooks,DAL,16,54,81,657,8,41.1,125,38,12.2,5.4,2023
136,Brandin Cooks,DAL,10,26,54,259,3,25.9,55,19,10.0,5.4,2024
137,Brandon Aiyuk,SF,12,60,96,748,5,62.3,289,43,12.5,8.0,2020
138,Brandon Aiyuk,SF,17,56,84,826,5,48.6,349,37,14.8,4.9411764705882355,2021
139,Brandon Aiyuk,SF,17,78,114,"1,015",8,59.7,388,47,13.0,7.125,2022
140,Brandon Aiyuk,SF,16,75,105,"1,342",7,83.9,382,61,17.9,6.5625,2023
141,Brandon Aiyuk,SF,7,25,47,374,0,53.4,107,19,15.0,3.9166666666666665,2024
142,Brandon Bolden,NE,17,41,49,405,2,23.8,416,21,9.9,2.8823529411764706,2021
143,Brandon Johnson,DEN,13,19,30,284,4,21.8,89,12,14.9,2.142857142857143,2023
144,Brandon Powell,MIN,17,29,44,324,1,19.1,104,18,11.2,3.3846153846153846,2023
145,Brandon Zylstra,CAR,14,18,25,250,1,17.9,118,10,13.9,1.7857142857142858,2021
146,Braxton Berrios,NYJ,16,37,55,394,3,24.6,224,19,10.6,3.4375,2020
147,Braxton Berrios,MIA,16,27,33,238,1,14.9,85,15,8.8,2.0625,2023
148,Breece Hall,NYJ,7,19,31,218,1,31.1,171,8,11.5,1.9375,2022
149,Breece Hall,NYJ,17,76,95,591,4,34.8,649,28,7.8,5.9375,2023
150,Breece Hall,NYJ,16,57,76,483,3,30.2,496,15,8.5,5.428571428571429,2024
151,Brenton Strange,JAX,17,40,53,411,2,24.2,183,21,10.3,3.533333333333333,2024
152,Breshad Perriman,CLE,10,16,25,340,2,34.0,72,13,21.3,2.5,2018
153,Breshad Perriman,TB,14,36,70,645,6,46.1,134,29,17.9,5.0,2019
154,Breshad Perriman,NYJ,12,30,60,505,3,42.1,164,20,16.8,5.0,2020
155,Brevin Jordan,HOU,9,20,28,178,3,19.8,99,10,8.9,3.111111111111111,2021
156,Brevin Jordan,HOU,14,17,21,219,2,15.6,124,13,12.9,1.4,2023
157,Brian Robinson Jr.,WSH,15,36,43,368,4,24.5,409,15,10.2,4.3,2023
158,Brian Thomas Jr.,JAX,17,87,133,"1,282",10,75.4,562,53,14.7,8.3125,2024
159,Brock Bowers,LV,17,112,153,"1,194",5,70.2,596,61,10.7,9.5625,2024
160,Brock Wright,DET,17,18,24,216,4,12.7,165,13,12.0,1.5,2022
161,Bruce Ellington,HOU/DET,7,31,42,224,1,32.0,106,14,7.2,6.0,2018
162,Bryan Edwards,LV,17,34,59,571,3,33.6,190,26,16.8,3.4705882352941178,2021
163,Bucky Irving,TB,17,47,52,392,0,23.1,528,16,8.3,3.7142857142857144,2024
164,Byron Pringle,KC,17,42,60,568,5,33.4,187,32,13.5,3.5294117647058822,2021
165,C.J. Uzomah,CIN,16,43,64,439,3,27.4,201,21,10.2,4.0,2018
166,C.J. Uzomah,CIN,16,27,40,242,2,15.1,131,12,9.0,2.5,2019
167,C.J. Uzomah,CIN,16,49,63,493,5,30.8,300,24,10.1,3.9375,2021
168,C.J. Uzomah,NYJ,15,21,27,232,2,15.5,105,10,11.0,1.6875,2022
169,Cade Otton,TB,16,42,65,391,2,24.4,174,19,9.3,4.0625,2022
170,Cade Otton,TB,17,47,67,455,4,26.8,223,22,9.7,7.444444444444445,2023
171,Cade Otton,TB,14,59,87,600,4,42.9,311,31,10.2,5.117647058823529,2024
172,Calvin Austin III,PIT,17,36,58,548,4,32.2,152,18,15.2,5.8,2024
173,Calvin Ridley,ATL,16,64,92,821,10,51.3,354,39,12.8,5.75,2018
174,Calvin Ridley,ATL,13,63,93,866,7,66.6,139,47,13.7,7.153846153846154,2019
175,Calvin Ridley,ATL,15,90,143,"1,374",9,91.6,369,65,15.3,9.533333333333333,2020
176,Calvin Ridley,JAX,17,76,136,"1,016",8,59.8,194,49,13.4,8.5,2023
177,Calvin Ridley,TEN,17,64,120,"1,017",4,59.8,231,40,15.9,7.5,2024
178,Cam Sims,WSH,16,32,48,477,1,29.8,250,18,14.9,3.0,2020
179,Cam Sims,WSH,14,15,23,211,2,15.1,42,11,14.1,1.6428571428571428,2021
180,Cameron Brate,TB,16,30,49,289,6,18.1,50,18,9.6,3.0625,2018
181,Cameron Brate,TB,16,36,55,311,4,19.4,99,21,8.6,3.4375,2019
182,Cameron Brate,TB,16,28,34,282,2,17.6,63,17,10.1,2.125,2020
183,Cameron Brate,TB,17,30,57,245,4,14.4,81,15,8.2,3.3529411764705883,2021
184,Cedric Tillman,CLE,14,21,44,224,0,16.0,88,12,10.7,2.75,2023
185,Cedric Tillman,CLE,11,29,49,339,3,30.8,104,15,11.7,2.8823529411764706,2024
186,Cedrick Wilson Jr.,DAL,16,45,61,602,6,37.6,260,27,13.4,3.8125,2021
187,Cedrick Wilson Jr.,MIA,15,22,38,296,3,19.7,57,14,13.5,5.428571428571429,2023
188,Cedrick Wilson Jr.,NO,15,20,27,211,1,14.1,89,8,10.6,2.25,2024
189,CeeDee Lamb,DAL,16,74,111,935,5,58.4,317,46,12.6,6.9375,2020
190,CeeDee Lamb,DAL,16,79,120,"1,102",6,68.9,441,54,13.9,7.5,2021
191,CeeDee Lamb,DAL,17,107,156,"1,359",9,79.9,486,67,12.7,9.75,2022
192,CeeDee Lamb,DAL,17,135,181,"1,749",12,102.9,680,80,13.0,12.066666666666666,2023
193,CeeDee Lamb,DAL,15,101,152,"1,194",6,79.6,537,54,11.8,8.941176470588236,2024
194,Chad Beebe,MIN,14,20,30,201,2,14.4,73,12,10.1,2.142857142857143,2020
195,Chad Hansen,HOU,5,17,24,236,1,47.2,60,11,13.9,4.8,2020
196,Charles Clay,ARI,15,18,24,237,1,15.8,95,12,13.2,1.6,2019
197,Chase Brown,CIN,16,54,65,360,4,22.5,326,23,6.7,4.0625,2024
198,Chase Claypool,PIT,16,62,109,873,9,54.6,338,41,14.1,6.8125,2020
199,Chase Claypool,PIT,15,59,105,860,2,57.3,295,36,14.6,7.0,2021
200,Chase Claypool,PIT/CHI,15,46,79,451,1,30.1,143,24,9.8,4.9375,2022
201,Chase Edmonds,ARI,16,53,67,402,4,25.1,335,21,7.6,4.1875,2020
202,Chase Edmonds,ARI,12,43,53,311,0,25.9,324,11,7.2,4.416666666666667,2021
203,Chester Rogers,IND,16,53,72,485,2,30.3,255,28,9.2,4.5,2018
204,Chester Rogers,TEN,16,30,43,301,1,18.8,103,12,10.0,2.6875,2021
205,Chig Okonkwo,TEN,17,32,46,450,3,26.5,254,22,14.1,2.875,2022
206,Chig Okonkwo,TEN,17,54,77,528,1,31.1,260,25,9.8,7.0,2023
207,Chig Okonkwo,TEN,17,52,70,479,2,28.2,249,19,9.2,5.833333333333333,2024
208,Chris Carson,SEA,15,37,47,266,2,17.7,315,10,7.2,3.1333333333333333,2019
209,Chris Carson,SEA,12,37,46,287,4,23.9,270,14,7.8,3.8333333333333335,2020
210,Chris Conley,KC,16,32,52,334,5,20.9,132,18,10.4,3.25,2018
211,Chris Conley,JAX,16,47,90,775,5,48.4,253,36,16.5,5.625,2019
212,Chris Conley,JAX,15,40,63,471,2,31.4,181,24,11.8,4.2,2020
213,Chris Conley,HOU,16,22,37,323,2,20.2,126,15,14.7,2.3125,2021
214,Chris Godwin,TB,16,59,95,842,7,52.6,242,48,14.3,5.9375,2018
215,Chris Godwin,TB,14,86,121,"1,333",9,95.2,591,63,15.5,8.642857142857142,2019
216,Chris Godwin,TB,12,65,84,840,7,70.0,300,43,12.9,7.0,2020
217,Chris Godwin,TB,15,104,142,"1,023",3,68.2,531,53,9.8,9.466666666666667,2022
218,Chris Godwin,TB,17,83,130,"1,024",2,60.2,385,53,12.3,8.666666666666666,2023
219,Chris Godwin,TB,7,50,62,576,5,82.3,350,33,11.5,3.875,2024
220,Chris Herndon,NYJ,16,39,56,502,4,31.4,192,25,12.9,3.5,2018
221,Chris Herndon,NYJ,16,31,45,287,3,17.9,133,17,9.3,2.8125,2020
222,Chris Hogan,NE,16,35,55,532,3,33.3,183,22,15.2,3.4375,2018
223,Chris Moore,HOU,12,21,22,227,2,18.9,150,6,10.8,1.8333333333333333,2021
224,Chris Moore,HOU,16,48,74,548,2,34.3,263,24,11.4,5.285714285714286,2022
225,Chris Moore,TEN,17,22,35,424,0,24.9,57,16,19.3,3.5,2023
226,Chris Olave,NO,15,72,119,"1,042",4,69.5,210,48,14.5,7.4375,2022
227,Chris Olave,NO,16,87,138,"1,123",5,70.2,347,57,12.9,8.625,2023
228,Chris Olave,NO,8,32,44,400,1,50.0,121,22,12.5,2.588235294117647,2024
229,Chris Thompson,WSH,10,41,55,268,1,26.8,203,12,6.5,5.5,2018
230,Chris Thompson,WSH,11,42,58,378,0,34.4,347,16,9.0,5.2727272727272725,2019
231,Christian Kirk,ARI,12,43,68,590,3,49.2,228,21,13.7,5.666666666666667,2018
232,Christian Kirk,ARI,13,68,107,709,3,54.5,291,31,10.4,8.23076923076923,2019
233,Christian Kirk,ARI,14,48,79,621,6,44.4,187,30,12.9,5.642857142857143,2020
234,Christian Kirk,ARI,17,77,103,982,5,57.8,243,44,12.8,6.0588235294117645,2021
235,Christian Kirk,JAX,17,84,133,"1,108",8,65.2,377,54,13.2,8.3125,2022
236,Christian Kirk,JAX,12,57,85,787,3,65.6,247,34,13.8,5.666666666666667,2023
237,Christian Kirk,JAX,8,27,47,379,1,47.4,113,18,14.0,2.9375,2024
238,Christian McCaffrey,CAR,16,107,124,867,6,54.2,848,41,8.1,7.75,2018
239,Christian McCaffrey,CAR,16,116,142,"1,005",4,62.8,1010,58,8.7,8.875,2019
240,Christian McCaffrey,SF/CAR,17,85,108,741,5,43.6,695,36,8.7,6.75,2022
241,Christian McCaffrey,SF,16,67,83,564,7,35.3,461,31,8.4,5.1875,2023
242,Christian Watson,GB,14,41,66,611,7,43.6,276,28,14.9,4.714285714285714,2022
243,Christian Watson,GB,9,28,53,422,5,46.9,105,20,15.1,7.571428571428571,2023
244,Christian Watson,GB,15,29,53,620,2,41.3,149,21,21.4,3.7857142857142856,2024
245,Chuba Hubbard,CAR,17,39,44,233,0,13.7,269,9,6.0,2.75,2023
246,Clyde Edwards-Helaire,KC,13,36,54,297,1,22.8,304,12,8.3,4.153846153846154,2020
247,Cody Latimer,NYG,15,24,42,300,2,20.0,80,19,12.5,2.8,2019
248,Colby Parkinson,SEA,17,25,34,322,2,18.9,150,14,12.9,2.125,2022
249,Colby Parkinson,SEA,17,25,34,247,2,14.5,79,11,9.9,2.125,2023
250,Colby Parkinson,LAR,17,30,49,294,1,17.3,160,15,9.8,2.8823529411764706,2024
251,Cole Beasley,DAL,16,65,87,672,3,42.0,190,39,10.3,5.4375,2018
252,Cole Beasley,BUF,15,67,106,778,6,51.9,344,37,11.6,7.066666666666666,2019
253,Cole Beasley,BUF,15,82,107,967,4,64.5,354,53,11.8,7.133333333333334,2020
254,Cole Beasley,BUF,16,82,112,693,1,43.3,305,34,8.5,7.0,2021
255,Cole Kmet,CHI,16,28,44,243,2,15.2,138,12,8.7,2.75,2020
256,Cole Kmet,CHI,17,60,93,612,0,36.0,246,29,10.2,5.470588235294118,2021
257,Cole Kmet,CHI,17,50,69,544,7,32.0,286,27,10.9,4.928571428571429,2022
258,Cole Kmet,CHI,17,73,90,719,6,42.3,290,36,9.8,6.923076923076923,2023
259,Cole Kmet,CHI,17,47,55,474,4,27.9,181,25,10.1,3.235294117647059,2024
260,Collin Johnson,JAX,14,18,31,272,2,19.4,69,12,15.1,2.2142857142857144,2020
261,Cooper Kupp,LAR,8,40,55,566,6,70.8,302,25,14.1,6.875,2018
262,Cooper Kupp,LAR,16,94,134,"1,161",10,72.6,547,51,12.4,8.375,2019
263,Cooper Kupp,LAR,15,92,124,974,3,64.9,529,45,10.6,8.266666666666667,2020
264,Cooper Kupp,LAR,17,145,191,"1,947",16,114.5,846,89,13.4,11.235294117647058,2021
265,Cooper Kupp,LAR,9,75,98,812,6,90.2,422,42,10.8,7.538461538461538,2022
266,Cooper Kupp,LAR,12,59,95,737,5,61.4,322,33,12.5,6.785714285714286,2023
267,Cooper Kupp,LAR,12,67,100,710,6,59.2,269,28,10.6,5.882352941176471,2024
268,Cordarrelle Patterson,NE,15,21,28,247,3,16.5,168,11,11.8,1.8666666666666667,2018
269,Cordarrelle Patterson,ATL,16,52,69,548,5,34.3,385,26,10.5,4.3125,2021
270,Corey Davis,TEN,16,65,112,891,4,55.7,261,47,13.7,7.0,2018
271,Corey Davis,TEN,15,43,69,601,2,40.1,211,33,14.0,4.6,2019
272,Corey Davis,TEN,14,65,92,984,5,70.3,279,49,15.1,6.571428571428571,2020
273,Corey Davis,NYJ,13,32,64,536,2,41.2,109,28,16.8,4.0,2022
274,Courtland Sutton,DEN,16,42,84,704,4,44.0,182,30,16.8,5.25,2018
275,Courtland Sutton,DEN,16,72,124,"1,112",6,69.5,363,50,15.4,7.75,2019
276,Courtland Sutton,DEN,17,58,98,776,2,45.6,135,35,13.4,5.764705882352941,2021
277,Courtland Sutton,DEN,15,64,109,829,2,55.3,152,38,13.0,6.8125,2022
278,Courtland Sutton,DEN,16,59,90,772,10,48.3,156,37,13.1,6.0,2023
279,Courtland Sutton,DEN,17,81,135,"1,081",8,63.6,179,57,13.3,9.642857142857142,2024
280,Curtis Samuel,CAR,13,39,65,494,5,38.0,102,24,12.7,5.0,2018
281,Curtis Samuel,CAR,16,54,105,627,6,39.2,153,36,11.6,6.5625,2019
282,Curtis Samuel,CAR,15,77,97,851,3,56.7,332,39,11.1,6.466666666666667,2020
283,Curtis Samuel,WSH,17,64,92,656,4,38.6,289,36,10.3,6.571428571428571,2022
284,Curtis Samuel,WSH,16,62,91,613,4,38.3,260,26,9.9,5.6875,2023
285,Curtis Samuel,BUF,14,31,46,253,1,18.1,160,9,8.2,3.5384615384615383,2024
286,Cyril Grayson Jr.,TB,5,10,12,212,2,42.4,70,8,21.2,2.4,2021
287,D'Andre Swift,DET,13,46,57,357,2,27.5,351,15,7.8,4.384615384615385,2020
288,D'Andre Swift,DET,13,62,78,452,2,34.8,502,18,7.3,6.0,2021
289,D'Andre Swift,DET,14,48,70,389,3,27.8,454,17,8.1,4.375,2022
290,D'Andre Swift,PHI,16,39,49,214,1,13.4,267,8,5.5,9.8,2023
291,D'Andre Swift,CHI,17,42,52,386,0,22.7,396,12,9.2,3.0588235294117645,2024
292,DJ Chark Jr.,JAX,15,73,118,"1,008",8,67.2,316,42,13.8,7.866666666666666,2019
293,DJ Chark Jr.,JAX,13,53,93,706,5,54.3,170,37,13.3,7.153846153846154,2020
294,DJ Chark Jr.,DET,11,30,52,502,3,45.6,134,24,16.7,3.7142857142857144,2022
295,DJ Chark Jr.,CAR,15,35,66,525,5,35.0,84,22,15.0,4.125,2023
296,DJ Moore,CAR,16,55,82,788,2,49.3,406,33,14.3,5.125,2018
297,DJ Moore,CAR,15,87,135,"1,175",4,78.3,403,63,13.5,9.0,2019
298,DJ Moore,CAR,15,66,118,"1,193",4,79.5,390,53,18.1,7.866666666666666,2020
299,DJ Moore,CAR,17,93,163,"1,157",4,68.1,426,60,12.4,9.588235294117647,2021
300,DJ Moore,CAR,17,63,118,888,7,52.2,178,44,14.1,7.375,2022
301,DJ Moore,CHI,17,96,136,"1,364",8,80.2,539,64,14.2,9.066666666666666,2023
